Configuration: {'START': '2001-01-01', 'END': '2024-09-01', 'N_STOCK': 50, 'LEN_DATA': 5000, 'TRAIN_LEN': 60, 'PRED_LEN': 20, 'TRAIN_RATIO': 0.7, 'RESULT_DIR': 'result/TCN_False_max_sharpe_60_20', 'MODELS': ['GRU', 'TCN', 'TRANSFORMER'], 'MULTIMODAL_OPTIONS': [False], 'LOSS_FUNCTIONS': ['max_sharpe', 'equal_risk_parity', 'mean_variance'], 'TRAIN_LEN_OPTIONS': [60], 'PRED_LEN_OPTIONS': [20], 'SEED': 42, 'BATCH': 32, 'EPOCHS': 500, 'EARLY_STOP': 20, 'LR': 0.005, 'MOMENTUM': 0.9, 'USE_CUDA': True, 'LB': 0, 'UB': 0.2, 'N_FEAT': 50, 'BETA': 0.2, 'LOSS_FUNCTION': 'max_sharpe', 'TCN': {'n_output': 50, 'kernel_size': 4, 'n_dropout': 0.1, 'n_timestep': 60, 'hidden_size': 64, 'level': 3}, 'GRU': {'n_layers': 1, 'hidden_dim': 128, 'dropout_p': 0.3, 'bidirectional': False}, 'TRANSFORMER': {'n_timestep': 60, 'n_layer': 6, 'n_head': 5, 'n_dropout': 0.1, 'n_output': 50}, 'MODEL': 'TCN', 'MULTIMODAL': False}
Model: tcn, Multimodal: False, Loss Function: max_sharpe
Loading and processing data...
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_385_loss_0.0057.pth
Epoch 386/500, Training Loss: 0.004424
Epoch 386/500, Validation Loss: 0.005702
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_386_loss_0.0057.pth
Epoch 387/500, Training Loss: 0.004425
Epoch 387/500, Validation Loss: 0.005702
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_387_loss_0.0057.pth
Epoch 388/500, Training Loss: 0.004425
Epoch 388/500, Validation Loss: 0.005702
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_388_loss_0.0057.pth
Epoch 389/500, Training Loss: 0.004422
Epoch 389/500, Validation Loss: 0.005702
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_389_loss_0.0057.pth
Epoch 390/500, Training Loss: 0.004421
Epoch 390/500, Validation Loss: 0.005702
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_390_loss_0.0057.pth
Epoch 391/500, Training Loss: 0.004424
Epoch 391/500, Validation Loss: 0.005702
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_391_loss_0.0057.pth
Epoch 392/500, Training Loss: 0.004422
Epoch 392/500, Validation Loss: 0.005701
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_392_loss_0.0057.pth
Epoch 393/500, Training Loss: 0.004424
Epoch 393/500, Validation Loss: 0.005701
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_393_loss_0.0057.pth
Epoch 394/500, Training Loss: 0.004422
Epoch 394/500, Validation Loss: 0.005701
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_394_loss_0.0057.pth
Epoch 395/500, Training Loss: 0.004422
Epoch 395/500, Validation Loss: 0.005701
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_395_loss_0.0057.pth
Epoch 396/500, Training Loss: 0.004423
Epoch 396/500, Validation Loss: 0.005701
Epoch 397/500, Training Loss: 0.004423
Epoch 397/500, Validation Loss: 0.005701
Epoch 398/500, Training Loss: 0.004421
Epoch 398/500, Validation Loss: 0.005700
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_398_loss_0.0057.pth
Epoch 399/500, Training Loss: 0.004422
Epoch 399/500, Validation Loss: 0.005700
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_399_loss_0.0057.pth
Epoch 400/500, Training Loss: 0.004420
Epoch 400/500, Validation Loss: 0.005700
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_400_loss_0.0057.pth
Epoch 401/500, Training Loss: 0.004420
Epoch 401/500, Validation Loss: 0.005700
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_401_loss_0.0057.pth
Epoch 402/500, Training Loss: 0.004421
Epoch 402/500, Validation Loss: 0.005700
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_402_loss_0.0057.pth
Epoch 403/500, Training Loss: 0.004419
Epoch 403/500, Validation Loss: 0.005700
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_403_loss_0.0057.pth
