Configuration: {'START': '2001-01-01', 'END': '2024-09-01', 'N_STOCK': 50, 'LEN_DATA': 5000, 'TRAIN_LEN': 60, 'PRED_LEN': 20, 'TRAIN_RATIO': 0.7, 'RESULT_DIR': 'result/GRU_False_equal_risk_parity_60_20', 'MODELS': ['GRU', 'TCN', 'TRANSFORMER'], 'MULTIMODAL_OPTIONS': [False], 'LOSS_FUNCTIONS': ['max_sharpe', 'equal_risk_parity', 'mean_variance'], 'TRAIN_LEN_OPTIONS': [60], 'PRED_LEN_OPTIONS': [20], 'SEED': 42, 'BATCH': 32, 'EPOCHS': 500, 'EARLY_STOP': 20, 'LR': 0.005, 'MOMENTUM': 0.9, 'USE_CUDA': True, 'LB': 0, 'UB': 0.2, 'N_FEAT': 50, 'BETA': 0.2, 'LOSS_FUNCTION': 'equal_risk_parity', 'TCN': {'n_output': 50, 'kernel_size': 4, 'n_dropout': 0.1, 'n_timestep': 60, 'hidden_size': 64, 'level': 3}, 'GRU': {'n_layers': 1, 'hidden_dim': 128, 'dropout_p': 0.3, 'bidirectional': False}, 'TRANSFORMER': {'n_timestep': 60, 'n_layer': 6, 'n_head': 5, 'n_dropout': 0.1, 'n_output': 50}, 'MODEL': 'GRU', 'MULTIMODAL': False}
Model: gru, Multimodal: False, Loss Function: equal_risk_parity
Loading and processing data...
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_65_loss_0.0463.pth
Epoch 66/500, Training Loss: 0.038126
Epoch 66/500, Validation Loss: 0.046219
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_66_loss_0.0462.pth
Epoch 67/500, Training Loss: 0.038020
Epoch 67/500, Validation Loss: 0.046114
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_67_loss_0.0461.pth
Epoch 68/500, Training Loss: 0.037875
Epoch 68/500, Validation Loss: 0.046004
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_68_loss_0.0460.pth
Epoch 69/500, Training Loss: 0.037801
Epoch 69/500, Validation Loss: 0.045888
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_69_loss_0.0459.pth
Epoch 70/500, Training Loss: 0.037671
Epoch 70/500, Validation Loss: 0.045764
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_70_loss_0.0458.pth
Epoch 71/500, Training Loss: 0.037457
Epoch 71/500, Validation Loss: 0.045634
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_71_loss_0.0456.pth
Epoch 72/500, Training Loss: 0.037294
Epoch 72/500, Validation Loss: 0.045497
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_72_loss_0.0455.pth
Epoch 73/500, Training Loss: 0.037120
Epoch 73/500, Validation Loss: 0.045351
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_73_loss_0.0454.pth
Epoch 74/500, Training Loss: 0.036941
Epoch 74/500, Validation Loss: 0.045198
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_74_loss_0.0452.pth
Epoch 75/500, Training Loss: 0.036724
Epoch 75/500, Validation Loss: 0.045032
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_75_loss_0.0450.pth
Epoch 76/500, Training Loss: 0.036550
Epoch 76/500, Validation Loss: 0.044857
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_76_loss_0.0449.pth
Epoch 77/500, Training Loss: 0.036286
Epoch 77/500, Validation Loss: 0.044669
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_77_loss_0.0447.pth
Epoch 78/500, Training Loss: 0.036030
Epoch 78/500, Validation Loss: 0.044465
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_78_loss_0.0445.pth
Epoch 79/500, Training Loss: 0.035784
Epoch 79/500, Validation Loss: 0.044246
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_79_loss_0.0442.pth
Epoch 80/500, Training Loss: 0.035503
Epoch 80/500, Validation Loss: 0.044008
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_80_loss_0.0440.pth
Epoch 81/500, Training Loss: 0.035177
Epoch 81/500, Validation Loss: 0.043748
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_81_loss_0.0437.pth
Epoch 82/500, Training Loss: 0.034774
Epoch 82/500, Validation Loss: 0.043461
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_82_loss_0.0435.pth
Epoch 83/500, Training Loss: 0.034400
Epoch 83/500, Validation Loss: 0.043155
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_83_loss_0.0432.pth
Epoch 84/500, Training Loss: 0.033903
Epoch 84/500, Validation Loss: 0.042812
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_84_loss_0.0428.pth
Epoch 85/500, Training Loss: 0.033437
Epoch 85/500, Validation Loss: 0.042431
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_85_loss_0.0424.pth
Epoch 86/500, Training Loss: 0.032759
Epoch 86/500, Validation Loss: 0.042013
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_86_loss_0.0420.pth
Epoch 87/500, Training Loss: 0.032064
Epoch 87/500, Validation Loss: 0.041545
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_87_loss_0.0415.pth
Epoch 88/500, Training Loss: 0.031386
Epoch 88/500, Validation Loss: 0.041040
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_88_loss_0.0410.pth
Epoch 89/500, Training Loss: 0.030485
Epoch 89/500, Validation Loss: 0.040486
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_89_loss_0.0405.pth
Epoch 90/500, Training Loss: 0.029596
Epoch 90/500, Validation Loss: 0.039900
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_90_loss_0.0399.pth
Epoch 91/500, Training Loss: 0.028373
Epoch 91/500, Validation Loss: 0.039288
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_91_loss_0.0393.pth
Epoch 92/500, Training Loss: 0.027049
Epoch 92/500, Validation Loss: 0.038681
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_92_loss_0.0387.pth
Epoch 93/500, Training Loss: 0.025818
Epoch 93/500, Validation Loss: 0.038084
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_93_loss_0.0381.pth
Epoch 94/500, Training Loss: 0.024694
Epoch 94/500, Validation Loss: 0.037539
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_94_loss_0.0375.pth
Epoch 95/500, Training Loss: 0.023765
Epoch 95/500, Validation Loss: 0.036770
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_95_loss_0.0368.pth
Epoch 96/500, Training Loss: 0.022841
Epoch 96/500, Validation Loss: 0.036127
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_96_loss_0.0361.pth
Epoch 97/500, Training Loss: 0.022426
Epoch 97/500, Validation Loss: 0.035706
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_97_loss_0.0357.pth
Epoch 98/500, Training Loss: 0.021962
Epoch 98/500, Validation Loss: 0.035367
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_98_loss_0.0354.pth
Epoch 99/500, Training Loss: 0.021627
Epoch 99/500, Validation Loss: 0.035048
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_99_loss_0.0350.pth
Epoch 100/500, Training Loss: 0.021463
Epoch 100/500, Validation Loss: 0.034796
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_100_loss_0.0348.pth
Epoch 101/500, Training Loss: 0.020993
Epoch 101/500, Validation Loss: 0.034598
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_101_loss_0.0346.pth
Epoch 102/500, Training Loss: 0.020730
Epoch 102/500, Validation Loss: 0.034434
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_102_loss_0.0344.pth
Epoch 103/500, Training Loss: 0.020452
Epoch 103/500, Validation Loss: 0.034293
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_103_loss_0.0343.pth
Epoch 104/500, Training Loss: 0.020110
Epoch 104/500, Validation Loss: 0.034308
Epoch 105/500, Training Loss: 0.020026
Epoch 105/500, Validation Loss: 0.034376
Epoch 106/500, Training Loss: 0.020016
Epoch 106/500, Validation Loss: 0.034508
Epoch 107/500, Training Loss: 0.020204
Epoch 107/500, Validation Loss: 0.034493
Epoch 108/500, Training Loss: 0.020085
Epoch 108/500, Validation Loss: 0.034456
Epoch 109/500, Training Loss: 0.020105
Epoch 109/500, Validation Loss: 0.034386
Epoch 110/500, Training Loss: 0.019930
Epoch 110/500, Validation Loss: 0.034319
Epoch 111/500, Training Loss: 0.019862
Epoch 111/500, Validation Loss: 0.034245
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_111_loss_0.0342.pth
Epoch 112/500, Training Loss: 0.019838
Epoch 112/500, Validation Loss: 0.034175
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_112_loss_0.0342.pth
Epoch 113/500, Training Loss: 0.019770
Epoch 113/500, Validation Loss: 0.034110
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_113_loss_0.0341.pth
Epoch 114/500, Training Loss: 0.019691
Epoch 114/500, Validation Loss: 0.034072
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_114_loss_0.0341.pth
Epoch 115/500, Training Loss: 0.019598
Epoch 115/500, Validation Loss: 0.034033
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_115_loss_0.0340.pth
Epoch 116/500, Training Loss: 0.019581
Epoch 116/500, Validation Loss: 0.033995
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_116_loss_0.0340.pth
Epoch 117/500, Training Loss: 0.019549
Epoch 117/500, Validation Loss: 0.033981
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_117_loss_0.0340.pth
Epoch 118/500, Training Loss: 0.019502
Epoch 118/500, Validation Loss: 0.033993
Epoch 119/500, Training Loss: 0.019395
Epoch 119/500, Validation Loss: 0.033981
Epoch 120/500, Training Loss: 0.019401
Epoch 120/500, Validation Loss: 0.033989
Epoch 121/500, Training Loss: 0.019367
Epoch 121/500, Validation Loss: 0.034005
Epoch 122/500, Training Loss: 0.019325
Epoch 122/500, Validation Loss: 0.034005
Epoch 123/500, Training Loss: 0.019243
Epoch 123/500, Validation Loss: 0.034013
Epoch 124/500, Training Loss: 0.019316
Epoch 124/500, Validation Loss: 0.034021
Epoch 125/500, Training Loss: 0.019348
Epoch 125/500, Validation Loss: 0.034019
Epoch 126/500, Training Loss: 0.019298
Epoch 126/500, Validation Loss: 0.034026
Epoch 127/500, Training Loss: 0.019266
Epoch 127/500, Validation Loss: 0.034025
Epoch 128/500, Training Loss: 0.019159
Epoch 128/500, Validation Loss: 0.034030
Epoch 129/500, Training Loss: 0.019131
Epoch 129/500, Validation Loss: 0.034047
Epoch 130/500, Training Loss: 0.019104
Epoch 130/500, Validation Loss: 0.034035
Epoch 131/500, Training Loss: 0.019139
Epoch 131/500, Validation Loss: 0.034049
Epoch 132/500, Training Loss: 0.019086
Epoch 132/500, Validation Loss: 0.034061
Epoch 133/500, Training Loss: 0.019115
Epoch 133/500, Validation Loss: 0.034049
Epoch 134/500, Training Loss: 0.019070
Epoch 134/500, Validation Loss: 0.034057
Epoch 135/500, Training Loss: 0.019059
Epoch 135/500, Validation Loss: 0.034078
Epoch 136/500, Training Loss: 0.019025
Epoch 136/500, Validation Loss: 0.034087
Epoch 137/500, Training Loss: 0.019006
Epoch 137/500, Validation Loss: 0.034079
Early stopping at epoch 137
Configuration: {'START': '2001-01-01', 'END': '2024-09-01', 'N_STOCK': 50, 'LEN_DATA': 5000, 'TRAIN_LEN': 60, 'PRED_LEN': 20, 'TRAIN_RATIO': 0.7, 'RESULT_DIR': 'result/TCN_False_max_sharpe_60_20', 'MODELS': ['GRU', 'TCN', 'TRANSFORMER'], 'MULTIMODAL_OPTIONS': [False], 'LOSS_FUNCTIONS': ['max_sharpe', 'equal_risk_parity', 'mean_variance'], 'TRAIN_LEN_OPTIONS': [60], 'PRED_LEN_OPTIONS': [20], 'SEED': 42, 'BATCH': 32, 'EPOCHS': 500, 'EARLY_STOP': 20, 'LR': 0.005, 'MOMENTUM': 0.9, 'USE_CUDA': True, 'LB': 0, 'UB': 0.2, 'N_FEAT': 50, 'BETA': 0.2, 'LOSS_FUNCTION': 'max_sharpe', 'TCN': {'n_output': 50, 'kernel_size': 4, 'n_dropout': 0.1, 'n_timestep': 60, 'hidden_size': 64, 'level': 3}, 'GRU': {'n_layers': 1, 'hidden_dim': 128, 'dropout_p': 0.3, 'bidirectional': False}, 'TRANSFORMER': {'n_timestep': 60, 'n_layer': 6, 'n_head': 5, 'n_dropout': 0.1, 'n_output': 50}, 'MODEL': 'TCN', 'MULTIMODAL': False}
Model: tcn, Multimodal: False, Loss Function: max_sharpe
Loading and processing data...
Epoch 1/500, Training Loss: -0.339280
Epoch 1/500, Validation Loss: -0.340548
Best model saved to result/TCN_False_max_sharpe_60_20/models/tcn_False/best_model_epoch_1_loss_-0.3405.pth
Epoch 2/500, Training Loss: -0.343501
Epoch 2/500, Validation Loss: -0.342762
Best model saved to result/TCN_False_max_sharpe_60_20/models/tcn_False/best_model_epoch_2_loss_-0.3428.pth
Epoch 3/500, Training Loss: -0.347247
Epoch 3/500, Validation Loss: -0.344819
Best model saved to result/TCN_False_max_sharpe_60_20/models/tcn_False/best_model_epoch_3_loss_-0.3448.pth
Epoch 4/500, Training Loss: -0.351182
Epoch 4/500, Validation Loss: -0.347316
Best model saved to result/TCN_False_max_sharpe_60_20/models/tcn_False/best_model_epoch_4_loss_-0.3473.pth
Epoch 5/500, Training Loss: -0.356635
Epoch 5/500, Validation Loss: -0.350536
Best model saved to result/TCN_False_max_sharpe_60_20/models/tcn_False/best_model_epoch_5_loss_-0.3505.pth
Epoch 6/500, Training Loss: -0.363580
Epoch 6/500, Validation Loss: -0.355590
Best model saved to result/TCN_False_max_sharpe_60_20/models/tcn_False/best_model_epoch_6_loss_-0.3556.pth
Epoch 7/500, Training Loss: -0.376746
Epoch 7/500, Validation Loss: -0.367663
Best model saved to result/TCN_False_max_sharpe_60_20/models/tcn_False/best_model_epoch_7_loss_-0.3677.pth
Epoch 8/500, Training Loss: -0.404952
Epoch 8/500, Validation Loss: -0.385758
Best model saved to result/TCN_False_max_sharpe_60_20/models/tcn_False/best_model_epoch_8_loss_-0.3858.pth
Epoch 9/500, Training Loss: -0.417797
Epoch 9/500, Validation Loss: -0.388337
Best model saved to result/TCN_False_max_sharpe_60_20/models/tcn_False/best_model_epoch_9_loss_-0.3883.pth
Epoch 10/500, Training Loss: -0.422629
Epoch 10/500, Validation Loss: -0.389242
Best model saved to result/TCN_False_max_sharpe_60_20/models/tcn_False/best_model_epoch_10_loss_-0.3892.pth
Epoch 11/500, Training Loss: -0.428437
Epoch 11/500, Validation Loss: -0.387515
Epoch 12/500, Training Loss: -0.432589
Epoch 12/500, Validation Loss: -0.391913
Best model saved to result/TCN_False_max_sharpe_60_20/models/tcn_False/best_model_epoch_12_loss_-0.3919.pth
Epoch 13/500, Training Loss: -0.438572
Epoch 13/500, Validation Loss: -0.391158
Epoch 14/500, Training Loss: -0.440314
Epoch 14/500, Validation Loss: -0.389518
Epoch 15/500, Training Loss: -0.441432
Epoch 15/500, Validation Loss: -0.390767
Epoch 16/500, Training Loss: -0.441707
Epoch 16/500, Validation Loss: -0.390491
Epoch 17/500, Training Loss: -0.442537
Epoch 17/500, Validation Loss: -0.388618
Epoch 18/500, Training Loss: -0.444400
Epoch 18/500, Validation Loss: -0.386539
Epoch 19/500, Training Loss: -0.445831
Epoch 19/500, Validation Loss: -0.385531
Epoch 20/500, Training Loss: -0.445904
Epoch 20/500, Validation Loss: -0.386731
Epoch 21/500, Training Loss: -0.447218
Epoch 21/500, Validation Loss: -0.384309
Epoch 22/500, Training Loss: -0.448292
Epoch 22/500, Validation Loss: -0.386227
Epoch 23/500, Training Loss: -0.447738
Epoch 23/500, Validation Loss: -0.384038
Epoch 24/500, Training Loss: -0.451007
Epoch 24/500, Validation Loss: -0.383418
Epoch 25/500, Training Loss: -0.452074
Epoch 25/500, Validation Loss: -0.386721
Epoch 26/500, Training Loss: -0.455256
Epoch 26/500, Validation Loss: -0.386448
Epoch 27/500, Training Loss: -0.455818
Epoch 27/500, Validation Loss: -0.384547
Epoch 28/500, Training Loss: -0.457718
Epoch 28/500, Validation Loss: -0.381048
Epoch 29/500, Training Loss: -0.461542
Epoch 29/500, Validation Loss: -0.382970
Epoch 30/500, Training Loss: -0.464176
Epoch 30/500, Validation Loss: -0.380031
Epoch 31/500, Training Loss: -0.466906
Epoch 31/500, Validation Loss: -0.381562
Epoch 32/500, Training Loss: -0.470482
Epoch 32/500, Validation Loss: -0.381126
Early stopping at epoch 32
Configuration: {'START': '2001-01-01', 'END': '2024-09-01', 'N_STOCK': 50, 'LEN_DATA': 5000, 'TRAIN_LEN': 60, 'PRED_LEN': 20, 'TRAIN_RATIO': 0.7, 'RESULT_DIR': 'result/TCN_False_equal_risk_parity_60_20', 'MODELS': ['GRU', 'TCN', 'TRANSFORMER'], 'MULTIMODAL_OPTIONS': [False], 'LOSS_FUNCTIONS': ['max_sharpe', 'equal_risk_parity', 'mean_variance'], 'TRAIN_LEN_OPTIONS': [60], 'PRED_LEN_OPTIONS': [20], 'SEED': 42, 'BATCH': 32, 'EPOCHS': 500, 'EARLY_STOP': 20, 'LR': 0.005, 'MOMENTUM': 0.9, 'USE_CUDA': True, 'LB': 0, 'UB': 0.2, 'N_FEAT': 50, 'BETA': 0.2, 'LOSS_FUNCTION': 'equal_risk_parity', 'TCN': {'n_output': 50, 'kernel_size': 4, 'n_dropout': 0.1, 'n_timestep': 60, 'hidden_size': 64, 'level': 3}, 'GRU': {'n_layers': 1, 'hidden_dim': 128, 'dropout_p': 0.3, 'bidirectional': False}, 'TRANSFORMER': {'n_timestep': 60, 'n_layer': 6, 'n_head': 5, 'n_dropout': 0.1, 'n_output': 50}, 'MODEL': 'TCN', 'MULTIMODAL': False}
Model: tcn, Multimodal: False, Loss Function: equal_risk_parity
Loading and processing data...
Epoch 1/500, Training Loss: 0.006999
Epoch 1/500, Validation Loss: 0.007566
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_1_loss_0.0076.pth
Epoch 2/500, Training Loss: 0.006901
Epoch 2/500, Validation Loss: 0.007494
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_2_loss_0.0075.pth
Epoch 3/500, Training Loss: 0.006816
Epoch 3/500, Validation Loss: 0.007428
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_3_loss_0.0074.pth
Epoch 4/500, Training Loss: 0.006732
Epoch 4/500, Validation Loss: 0.007367
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_4_loss_0.0074.pth
Epoch 5/500, Training Loss: 0.006656
Epoch 5/500, Validation Loss: 0.007310
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_5_loss_0.0073.pth
Epoch 6/500, Training Loss: 0.006583
Epoch 6/500, Validation Loss: 0.007257
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_6_loss_0.0073.pth
Epoch 7/500, Training Loss: 0.006511
Epoch 7/500, Validation Loss: 0.007207
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_7_loss_0.0072.pth
Epoch 8/500, Training Loss: 0.006455
Epoch 8/500, Validation Loss: 0.007160
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_8_loss_0.0072.pth
Epoch 9/500, Training Loss: 0.006388
Epoch 9/500, Validation Loss: 0.007116
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_9_loss_0.0071.pth
Epoch 10/500, Training Loss: 0.006328
Epoch 10/500, Validation Loss: 0.007074
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_10_loss_0.0071.pth
Epoch 11/500, Training Loss: 0.006271
Epoch 11/500, Validation Loss: 0.007034
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_11_loss_0.0070.pth
Epoch 12/500, Training Loss: 0.006218
Epoch 12/500, Validation Loss: 0.006995
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_12_loss_0.0070.pth
Epoch 13/500, Training Loss: 0.006165
Epoch 13/500, Validation Loss: 0.006959
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_13_loss_0.0070.pth
Epoch 14/500, Training Loss: 0.006117
Epoch 14/500, Validation Loss: 0.006923
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_14_loss_0.0069.pth
Epoch 15/500, Training Loss: 0.006066
Epoch 15/500, Validation Loss: 0.006890
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_15_loss_0.0069.pth
Epoch 16/500, Training Loss: 0.006020
Epoch 16/500, Validation Loss: 0.006857
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_16_loss_0.0069.pth
Epoch 17/500, Training Loss: 0.005974
Epoch 17/500, Validation Loss: 0.006826
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_17_loss_0.0068.pth
Epoch 18/500, Training Loss: 0.005930
Epoch 18/500, Validation Loss: 0.006795
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_18_loss_0.0068.pth
Epoch 19/500, Training Loss: 0.005888
Epoch 19/500, Validation Loss: 0.006765
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_19_loss_0.0068.pth
Epoch 20/500, Training Loss: 0.005847
Epoch 20/500, Validation Loss: 0.006736
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_20_loss_0.0067.pth
Epoch 21/500, Training Loss: 0.005803
Epoch 21/500, Validation Loss: 0.006708
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_21_loss_0.0067.pth
Epoch 22/500, Training Loss: 0.005762
Epoch 22/500, Validation Loss: 0.006681
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_22_loss_0.0067.pth
Epoch 23/500, Training Loss: 0.005725
Epoch 23/500, Validation Loss: 0.006655
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_23_loss_0.0067.pth
Epoch 24/500, Training Loss: 0.005687
Epoch 24/500, Validation Loss: 0.006629
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_24_loss_0.0066.pth
Epoch 25/500, Training Loss: 0.005650
Epoch 25/500, Validation Loss: 0.006604
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_25_loss_0.0066.pth
Epoch 26/500, Training Loss: 0.005612
Epoch 26/500, Validation Loss: 0.006580
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_26_loss_0.0066.pth
Epoch 27/500, Training Loss: 0.005576
Epoch 27/500, Validation Loss: 0.006556
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_27_loss_0.0066.pth
Epoch 28/500, Training Loss: 0.005541
Epoch 28/500, Validation Loss: 0.006533
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_28_loss_0.0065.pth
Epoch 29/500, Training Loss: 0.005507
Epoch 29/500, Validation Loss: 0.006510
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_29_loss_0.0065.pth
Epoch 30/500, Training Loss: 0.005473
Epoch 30/500, Validation Loss: 0.006488
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_30_loss_0.0065.pth
Epoch 31/500, Training Loss: 0.005440
Epoch 31/500, Validation Loss: 0.006466
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_31_loss_0.0065.pth
Epoch 32/500, Training Loss: 0.005410
Epoch 32/500, Validation Loss: 0.006445
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_32_loss_0.0064.pth
Epoch 33/500, Training Loss: 0.005378
Epoch 33/500, Validation Loss: 0.006425
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_33_loss_0.0064.pth
Epoch 34/500, Training Loss: 0.005347
Epoch 34/500, Validation Loss: 0.006405
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_34_loss_0.0064.pth
Epoch 35/500, Training Loss: 0.005316
Epoch 35/500, Validation Loss: 0.006385
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_35_loss_0.0064.pth
Epoch 36/500, Training Loss: 0.005290
Epoch 36/500, Validation Loss: 0.006366
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_36_loss_0.0064.pth
Epoch 37/500, Training Loss: 0.005260
Epoch 37/500, Validation Loss: 0.006347
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_37_loss_0.0063.pth
Epoch 38/500, Training Loss: 0.005232
Epoch 38/500, Validation Loss: 0.006328
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_38_loss_0.0063.pth
Epoch 39/500, Training Loss: 0.005205
Epoch 39/500, Validation Loss: 0.006310
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_39_loss_0.0063.pth
Epoch 40/500, Training Loss: 0.005177
Epoch 40/500, Validation Loss: 0.006292
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_40_loss_0.0063.pth
Epoch 41/500, Training Loss: 0.005151
Epoch 41/500, Validation Loss: 0.006274
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_41_loss_0.0063.pth
Epoch 42/500, Training Loss: 0.005126
Epoch 42/500, Validation Loss: 0.006257
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_42_loss_0.0063.pth
Epoch 43/500, Training Loss: 0.005102
Epoch 43/500, Validation Loss: 0.006240
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_43_loss_0.0062.pth
Epoch 44/500, Training Loss: 0.005078
Epoch 44/500, Validation Loss: 0.006223
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_44_loss_0.0062.pth
Epoch 45/500, Training Loss: 0.005053
Epoch 45/500, Validation Loss: 0.006207
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_45_loss_0.0062.pth
Epoch 46/500, Training Loss: 0.005032
